Rk,Player,Tm,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25,Signed Using,Guaranteed
357,Robert Williams\williro04,BOS,1937520.00 $,2029920.00 $,3661976.00 $,,,,1st Round Pick,3967440.00 $
358,Josh Hart\hartjo01,NOP,1934160.00 $,3491159.00 $,,,,,1st Round Pick,5425319.00 $
359,Jacob Evans\evansja02,MIN,1925880.00 $,2017320.00 $,3641263.00 $,,,,1st Round Pick,3943200.00 $
360,Anderson Varejão\varejan01,POR,1913345.00 $,1913345.00 $,,,,,,3826690.00 $
361,Džanan Musa\musadz01,BRK,1911600.00 $,2002800.00 $,3615054.00 $,,,,1st Round Pick,3914400.00 $
362,Omari Spellman\spellom01,MIN,1897800.00 $,1988280.00 $,3588845.00 $,,,,1st Round Pick,3886080.00 $
363,Shabazz Napier\napiesh01,WAS,1882867.00 $,,,,,,Cap Space,1882867.00 $
364,Glenn Robinson\robingl02,PHI,1882867.00 $,2071978.00 $,,,,,Minimum Salary,1882867.00 $
365,James Ennis\ennisja01,ORL,1882867.00 $,2071978.00 $,,,,,Minimum Salary,1882867.00 $
366,Tim Frazier\fraziti01,DET,1882867.00 $,,,,,,,1882867.00 $
367,Larry Sanders\sandela01,MIL,1865547.00 $,1865547.00 $,1865547.00 $,,,,,5596641.00 $
368,Bruno Caboclo\cabocbr01,HOU,1845301.00 $,,,,,,Minimum Salary,1845301.00 $
369,Markieff Morris\morrima02,LAL,1750000.00 $,,,,,,DPE,1750000.00 $
370,Mario Hezonja\hezonma01,POR,1737145.00 $,1882867.00 $,,,,,Minimum Salary,3620012.00 $
371,Emmanuel Mudiay\mudiaem01,UTA,1737145.00 $,,,,,,Minimum Salary,1737145.00 $
372,Raul Neto\netora01,PHI,1737145.00 $,,,,,,Minimum Salary,1737145.00 $
373,JaKarr Sampson\sampsja02,IND,1737145.00 $,,,,,,Minimum Salary,1737145.00 $
374,Pat Connaughton\connapa01,MIL,1723050.00 $,,,,,,MLE,1723050.00 $
375,Jahlil Okafor\okafoja01,NOP,1702486.00 $,,,,,,Minimum Salary,1702486.00 $
376,Rodions Kurucs\kurucro01,BRK,1699236.00 $,1780152.00 $,1861068.00 $,,,,Cap space,3479388.00 $
377,Jonah Bolden\boldejo01,PHI,1698450.00 $,,,,,,,1698450.00 $
378,Georges Niang\niangge01,UTA,1678854.00 $,1783557.00 $,,,,,Non-Bird Exception,1678854.00 $
379,Cheick Diallo\diallch01,PHO,1678854.00 $,1824003.00 $,,,,,Minimum Salary,1678854.00 $
380,Dragan Bender\bendedr01,MIL,1678854.00 $,,,,,,,1678854.00 $
381,David Nwaba\nwabada01,BRK,1678854.00 $,,,,,,,1678854.00 $
382,Treveon Graham\grahatr01,ATL,1678854.00 $,,,,,,Minimum Salary,1678854.00 $
383,Willy Hernangómez\hernawi01,CHO,1676735.00 $,,,,,,Cap Space,1676735.00 $
384,Derrick Jones\jonesde02,MIA,1645357.00 $,,,,,,Minimum Salary,1645357.00 $
385,Jordan McRae\mcraejo01,DET,1645357.00 $,,,,,,Minimum Salary,1645357.00 $
386,Christian Wood\woodch01,DET,1645357.00 $,,,,,,Minimum Salary,1645357.00 $
387,Furkan Korkmaz\korkmfu01,PHI,1620564.00 $,1762796.00 $,,,,,Minimum Salary,1620564.00 $
388,Jordan Bell\belljo01,MEM,1620564.00 $,,,,,,,1620564.00 $
389,Justin Patton\pattoju01,DAL,1620564.00 $,,,,,,,1620564.00 $
390,Royce O'Neale\onealro01,UTA,1618520.00 $,8035714.00 $,8678571.00 $,9321429.00 $,9964286.00 $,,Cap space,37618520.00 $
391,Dillon Brooks\brookdi01,MEM,1618520.00 $,11400000.00 $,12200000.00 $,11400000.00 $,,,MLE,36618520.00 $
392,Wesley Iwundu\iwundwe01,ORL,1618520.00 $,,,,,,Cap Space,1618520.00 $
393,Abdel Nader\naderab01,OKC,1618520.00 $,1752950.00 $,,,,,Cap Space,1618520.00 $
394,Damyean Dotson\dotsoda01,NYK,1618520.00 $,,,,,,Minimum Salary,1618520.00 $
395,Frank Jackson\jacksfr01,NOP,1618520.00 $,,,,,,MLE,1618520.00 $
396,Sterling Brown\brownst02,MIL,1618520.00 $,,,,,,MLE,1618520.00 $
397,Dwayne Bacon\bacondw01,CHO,1618520.00 $,,,,,,MLE,1618520.00 $
398,Semi Ojeleye\ojelese01,BOS,1618520.00 $,1752950.00 $,,,,,Cap space,1618520.00 $
399,Chris Boucher\bouchch01,TOR,1588231.00 $,,,,,,Minimum Salary,1588231.00 $
400,Malcolm Miller\millema01,TOR,1588231.00 $,,,,,,Minimum Salary,1588231.00 $
401,Monte Morris\morrimo01,DEN,1588231.00 $,1663861.00 $,,,,,Minimum Salary,1588231.00 $
402,Mitchell Robinson\robinmi01,NYK,1559712.00 $,1663861.00 $,1802057.00 $,,,,MLE,1559712.00 $
403,Vlatko Čančar\cancavl01,DEN,1517981.00 $,898310.00 $,1782621.00 $,,,,MLE,2416291.00 $
404,Isaiah Roby\robyis01,OKC,1500000.00 $,1517981.00 $,1782621.00 $,1930681.00 $,,,MLE,3017981.00 $
405,Nigel Williams-Goss\willini01,UTA,1500000.00 $,1517981.00 $,1782621.00 $,,,,Cap Space,1500000.00 $
406,J.R. Smith\smithjr01,CLE,1456667.00 $,1456667.00 $,1456666.00 $,,,,,4370000.00 $
407,Shake Milton\miltosh01,PHI,1445697.00 $,1701593.00 $,1846738.00 $,1997718.00 $,,,Cap Space,4994028.00 $
408,Thanasis Antetokounmpo\antetth01,MIL,1445697.00 $,1701593.00 $,,,,,Minimum Salary,3147290.00 $
409,Amile Jefferson\jeffeam01,ORL,1445697.00 $,,,,,,,1445697.00 $
410,Theo Pinson\pinsoth01,NYK,1445697.00 $,1701593.00 $,,,,,Minimum Salary,1445697.00 $
411,Brad Wanamaker\wanambr01,BOS,1445697.00 $,,,,,,Minimum Salary,1445697.00 $
412,Derrick Walton\waltode01,ATL,1445697.00 $,,,,,,,1445697.00 $
413,Ryan Broekhoff\broekry01,DAL,1443842.00 $,,,,,,,1443842.00 $
414,Gary Trent\trentga02,POR,1416852.00 $,1663861.00 $,,,,,MLE,3080713.00 $
415,Isaac Bonga\bongais01,WAS,1416852.00 $,1663861.00 $,,,,,Cap Space,1416852.00 $
416,Chimezie Metu\metuch01,SAS,1416852.00 $,1663861.00 $,,,,,MLE,1416852.00 $
417,Jevon Carter\carteje01,PHO,1416852.00 $,,,,,,MInimum Salary,1416852.00 $
418,Elie Okobo\okoboel01,PHO,1416852.00 $,1663861.00 $,1802057.00 $,,,,Cap Space,1416852.00 $
419,Melvin Frazier\frazime01,ORL,1416852.00 $,1663861.00 $,,,,,MLE,1416852.00 $
420,Deonte Burton\burtode02,OKC,1416852.00 $,1663861.00 $,,,,,Minimum Salary,1416852.00 $
421,Hamidou Diallo\diallha01,OKC,1416852.00 $,1663861.00 $,,,,,MLE,1416852.00 $
422,Kenrich Williams\willike04,NOP,1416852.00 $,,,,,,Minimum Salary,1416852.00 $
423,Jarred Vanderbilt\vandeja01,MIN,1416852.00 $,1663861.00 $,,,,,Cap Space,1416852.00 $
424,Duncan Robinson\robindu01,MIA,1416852.00 $,1663861.00 $,,,,,MLE,1416852.00 $
425,Kendrick Nunn\nunnke01,MIA,1416852.00 $,1663861.00 $,,,,,Minimum Salary,1416852.00 $
426,De'Anthony Melton\meltode01,MEM,1416852.00 $,,,,,,Cap Space,1416852.00 $
427,Alize Johnson\johnsal02,IND,1416852.00 $,,,,,,Minimum Salary,1416852.00 $
428,Isaiah Hartenstein\harteis01,HOU,1416852.00 $,,,,,,,1416852.00 $
429,Sviatoslav Mykhailiuk\mykhasv01,DET,1416852.00 $,1663861.00 $,,,,,Cap Space,1416852.00 $
430,Bruce Brown\brownbr01,DET,1416852.00 $,1663861.00 $,,,,,MLE,1416852.00 $
431,Keita Bates-Diop\bateske01,DEN,1416852.00 $,1663861.00 $,,,,,MLE,1416852.00 $
432,Devonte' Graham\grahade01,CHO,1416852.00 $,1663861.00 $,,,,,MLE,1416852.00 $
433,Jalen Brunson\brunsja01,DAL,1416582.00 $,1663861.00 $,1802057.00 $,,,,Cap Space,3080443.00 $
434,Bruno Fernando\fernabr01,ATL,1400000.00 $,1517981.00 $,1782621.00 $,,,,Cap space,4700602.00 $
435,Jaylen Nowell\nowelja01,MIN,1400000.00 $,1517981.00 $,1782621.00 $,1930681.00 $,,,MLE,1400000.00 $
436,Alfonzo McKinnie\mckinal01,CLE,1361046.00 $,1762796.00 $,1910860.00 $,2165298.00 $,,,MLE,2253031.00 $
437,Kevin Porter\porteke02,CLE,1290960.00 $,2033160.00 $,2130240.00 $,3845083.00 $,,,1st Round Pick,3324120.00 $
438,Carsen Edwards\edwarca01,BOS,1228026.00 $,1517981.00 $,1782621.00 $,1930681.00 $,,,Cap space,4528628.00 $
439,Cody Martin\martico01,CHO,1173310.00 $,1517981.00 $,1782621.00 $,,,,MLE,4473912.00 $
440,Gary Payton\paytoga02,WAS,1090781.00 $,,,,,,Minimum Salary,1090781.00 $
441,George Hill\hillge01,MIL,1000000.00 $,,,,,,,21000000.00 $
442,Terance Mann\mannte01,LAC,1000000.00 $,1517984.00 $,1782621.00 $,1930681.00 $,,,Minimum Salary,2517984.00 $
443,Jonathon Simmons\simmojo02,WAS,1000000.00 $,,,,,,,1000000.00 $
444,Justin Hamilton\hamilju01,TOR,1000000.00 $,,,,,,,1000000.00 $
445,Kyle Singler\singlky01,OKC,999200.00 $,999200.00 $,999200.00 $,999200.00 $,,,,3996800.00 $
446,Marvin Williams\willima02,MIL,956349.00 $,,,,,,Minimum Salary,956349.00 $
447,David Nwaba\nwabada01,HOU,903111.00 $,1862250.00 $,,,,,MLE,903111.00 $
448,Admiral Schofield\schofad01,WAS,898310.00 $,1517981.00 $,1782621.00 $,,,,MLE,4198912.00 $
449,KZ Okpala\okpalkz01,MIA,898310.00 $,1517981.00 $,1782621.00 $,,,,MLE,4198912.00 $
450,Eric Paschall\pascher01,GSW,898310.00 $,1517981.00 $,1782621.00 $,,,,MLE,4198912.00 $
451,Nicolas Claxton\claxtni01,BRK,898310.00 $,1517981.00 $,1782621.00 $,,,,Minimum Salary,4198912.00 $
452,Justin James\jamesju01,SAC,898310.00 $,1517981.00 $,1782621.00 $,,,,Minimum Salary,2416291.00 $
453,Jalen Lecque\lecquja01,PHO,898310.00 $,1517981.00 $,1782621.00 $,1930681.00 $,,,Cap Space,2416291.00 $
454,Ignas Brazdeikis\brazdig01,NYK,898310.00 $,1517981.00 $,1782621.00 $,,,,Minimum Salary,2416291.00 $
455,Talen Horton-Tucker\hortota01,LAL,898310.00 $,1517981.00 $,,,,,Minimum Salary,2416291.00 $
456,Daniel Gafford\gaffoda01,CHI,898310.00 $,1517981.00 $,1782621.00 $,1930681.00 $,,,Minimum Salary,2416291.00 $
457,Alen Smailagić\smailal01,GSW,898310.00 $,1517981.00 $,1782621.00 $,1930681.00 $,,,MLE,2415891.00 $
458,Matt Thomas\thomama02,TOR,898310.00 $,1517981.00 $,1782621.00 $,,,,MLE,1623310.00 $
459,Miye Oni\onimi01,UTA,898310.00 $,1517981.00 $,1782621.00 $,,,,Minimum Salary,898310.00 $
460,Dewan Hernandez\hernade01,TOR,898310.00 $,1517981.00 $,1782621.00 $,,,,MLE,898310.00 $
461,Terence Davis\daviste02,TOR,898310.00 $,1517981.00 $,,,,,Minimum Salary,898310.00 $
462,Wenyen Gabriel\gabriwe01,POR,898310.00 $,,,,,,Minimum Salary,898310.00 $
463,Naz Reid\reidna01,MIN,898310.00 $,1517981.00 $,1782621.00 $,1930681.00 $,,,MLE,898310.00 $
464,Jalen McDaniels\mcdanja01,CHO,898310.00 $,1517981.00 $,1782621.00 $,1930681.00 $,,,Minimum Salary,898310.00 $
465,Caleb Martin\martica02,CHO,898310.00 $,1517981.00 $,1782621.00 $,,,,Minimum Salary,898310.00 $
466,Shaquille Harrison\harrish01,CHI,898310.00 $,,,,,,Minimum Salary,898310.00 $
467,Javonte Green\greenja02,BOS,898310.00 $,1517981.00 $,,,,,Minimum Salary,898310.00 $
468,Damion Lee\leeda03,GSW,842327.00 $,1762796.00 $,1910860.00 $,,,,MLE,1442327.00 $
469,Khyri Thomas\thomakh01,DET,838464.00 $,1663861.00 $,,,,,MLE,838464.00 $
470,DeMarre Carroll\carrode01,HOU,811447.00 $,,,,,,Minimum Salary,811447.00 $
471,Michael Kidd-Gilchrist\kiddgmi01,DAL,810763.00 $,,,,,,Minimum Salary,810763.00 $
472,Marquese Chriss\chrisma01,GSW,758804.00 $,,,,,,,2213272.00 $
473,Juwan Morgan\morgaju01,UTA,746054.00 $,,,,,,Minimum Salary,746054.00 $
474,Patrick Patterson\pattepa01,OKC,737067.00 $,737067.00 $,737066.00 $,,,,,2211200.00 $
475,Reggie Jackson\jacksre01,LAC,734025.00 $,,,,,,Minimum Salary,734025.00 $
476,Alfonzo McKinnie\mckinal01,CLE,708871.00 $,,,,,,,2253031.00 $
477,Gary Clark\clarkga01,HOU,708426.00 $,,,,,,,708426.00 $
478,Jeff Green\greenje02,HOU,695526.00 $,,,,,,Minimum Salary,840427.00 $
479,Cole Aldrich\aldrico01,MIN,685340.00 $,685340.00 $,,,,,,1370680.00 $
480,Shaun Livingston\livinsh01,GSW,666667.00 $,666667.00 $,666666.00 $,,,,,2666666.00 $
481,Marquese Chriss\chrisma01,GSW,654468.00 $,1824003.00 $,,,,,Minimum Salary,2213272.00 $
482,Timothé Luwawu-Cabarrot\luwawti01,BRK,654468.00 $,1824003.00 $,,,,,Minimum Salary,844170.00 $
483,Rayjon Tucker\tuckera01,UTA,578573.00 $,1517981.00 $,,,,,Minimum Salary,578574.00 $
484,Chris Clemons\clemoch01,HOU,568422.00 $,1517981.00 $,1782621.00 $,,,,MLE,568422.00 $
485,Gary Clark\clarkga01,ORL,555409.00 $,,,,,,Minimum Salary,718765.00 $
486,Brandon Goodwin\goodwbr01,ATL,522738.00 $,1701593.00 $,,,,,Minimum Salary,522738.00 $
487,Dion Waiters\waitedi01,LAL,503656.00 $,,,,,,Minimum Salary,503656.00 $
488,Ryan Anderson\anderry01,HOU,500000.00 $,,,,,,,500000.00 $
489,Anžejs Pasečņiks\pasecan01,WAS,482144.00 $,,,,,,Minimum Salary,482144.00 $
490,Troy Daniels\danietr01,DEN,481000.00 $,,,,,,Minimum Salary,481000.00 $
491,Chris Silva\silvach01,MIA,466918.00 $,1517981.00 $,1782621.00 $,,,,MLE,1984899.00 $
492,Dakari Johnson\johnsda04,MEM,459414.00 $,459414.00 $,,,,,,918828.00 $
493,Iman Shumpert\shumpim01,BRK,419443.00 $,,,,,,,419443.00 $
494,Max Strus\strusma01,BOS,415414.00 $,,,,,,,415414.00 $
495,Justin Robinson\robinju01,WAS,395866.00 $,,,,,,,395866.00 $
496,Dean Wade\wadede01,CLE,375000.00 $,1517981.00 $,1782621.00 $,1930681.00 $,,,MLE,375000.00 $
497,Ivan Rabb\rabbiv01,MEM,371758.00 $,,,,,,,371758.00 $
498,Norvel Pelle\pelleno01,PHI,350189.00 $,,,,,,Minimum Salary,350189.00 $
499,Ky Bowman\bowmaky01,GSW,350189.00 $,1517981.00 $,1782621.00 $,,,,MLE,350189.00 $
500,Juan Toscano-Anderson\toscaju01,GSW,350189.00 $,1517981.00 $,1782621.00 $,,,,MLE,350189.00 $
501,A.J. Hammons\hammoaj01,MIA,350087.00 $,350087.00 $,,,,,,700174.00 $
502,Festus Ezeli\ezelife01,POR,333333.00 $,,,,,,,333333.00 $
503,C.J. Watson\watsocj01,ORL,333333.00 $,,,,,,,333333.00 $
504,Anthony Tolliver\tollian01,MEM,289803.00 $,,,,,,Minimum Salary,434704.00 $
505,Joakim Noah\noahjo01,LAC,289803.00 $,1737274.00 $,,,,,Minimum Salary,434704.00 $
506,Corey Brewer\breweco01,SAC,289803.00 $,,,,,,Minimum Salary,289803.00 $
507,J.R. Smith\smithjr01,LAL,289803.00 $,,,,,,Minimum Salary,289803.00 $
508,Luc Mbah a Moute\mbahalu01,HOU,289803.00 $,,,,,,Minimum Salary,289803.00 $
509,Jamal Crawford\crawfja01,BRK,289803.00 $,,,,,,Minimum Salary,289803.00 $
510,Lance Thomas\thomala01,BRK,262152.00 $,,,,,,Minimum Salary,262152.00 $
511,Stanton Kidd\kiddst01,UTA,250000.00 $,,,,,,,250000.00 $
512,Jordan Bell\belljo01,CLE,250000.00 $,,,,,,MLE,250000.00 $
513,Tyler Zeller\zellety01,SAS,245686.00 $,2436046.00 $,,,,,Minimum Salary,245686.00 $
514,Trey Burke\burketr01,DAL,229220.00 $,,,,,,Minimum Salary,229220.00 $
515,Joe Johnson\johnsjo02,DET,220000.00 $,,,,,,,220000.00 $
516,Tyler Johnson\johnsty01,BRK,212753.00 $,,,,,,Minimum Salary,212753.00 $
517,Jemerrio Jones\jonesje01,WAS,199000.00 $,,,,,,,199000.00 $
518,Jontay Porter\portejo01,MEM,197933.00 $,1517981.00 $,,,,,Minimum Salary,197933.00 $
519,Justin Anderson\anderju01,BRK,196288.00 $,,,,,,Minimum Salary,294432.00 $
520,Jerian Grant\grantje02,WAS,196288.00 $,,,,,,Minimum Salary,196288.00 $
521,Cameron Payne\payneca01,PHO,196288.00 $,1977011.00 $,,,,,Minimum Salary,196288.00 $
522,Timothé Luwawu-Cabarrot\luwawti01,BRK,189702.00 $,,,,,,,844170.00 $
523,Dragan Bender\bendedr01,GSW,189702.00 $,,,,,,,189702.00 $
524,Mychal Mulder\muldemy01,GSW,187782.00 $,1517981.00 $,1782621.00 $,,,,Minimum Salary,238534.00 $
525,Sindarius Thornwell\thornsi01,NOP,183115.00 $,,,,,,Minimum Salary,183115.00 $
526,Justin Patton\pattoju01,DET,183115.00 $,1762796.00 $,,,,,Minimum Salary,183115.00 $
527,PJ Dozier\doziepj01,DEN,183115.00 $,,,,,,MLE,183115.00 $
528,Alfonzo McKinnie\mckinal01,CLE,183114.00 $,,,,,,,2253031.00 $
529,Gary Clark\clarkga01,ORL,163356.00 $,,,,,,,718765.00 $
530,Jarrod Uthoff\uthofja01,WAS,163356.00 $,,,,,,Minimum Salary,163356.00 $
531,Jaylen Adams\adamsja01,POR,163356.00 $,,,,,,Minimum Salary,163356.00 $
532,Joe Chealey\chealjo01,CHO,163356.00 $,,,,,,,163356.00 $
533,Luguentz Dort\dortlu01,OKC,155647.00 $,1517981.00 $,1782621.00 $,1930681.00 $,,,Minimum Salary,2298628.00 $
534,Cameron Payne\payneca01,TOR,150000.00 $,,,,,,,150000.00 $
535,Jeff Green\greenje02,HOU,144901.00 $,,,,,,,840427.00 $
536,Anthony Tolliver\tollian01,MEM,144901.00 $,,,,,,,434704.00 $
537,Joakim Noah\noahjo01,LAC,144901.00 $,,,,,,,434704.00 $
538,Troy Williams\willitr02,HOU,122741.00 $,122741.00 $,122741.00 $,122741.00 $,,,,490964.00 $
539,Johnathan Williams\willijo04,WAS,106181.00 $,,,,,,,106181.00 $
540,Tyler Cook\cookty01,CLE,101504.00 $,,,,,,,151504.00 $
541,Donta Hall\halldo01,DET,101504.00 $,,,,,,,101504.00 $
542,Donta Hall\halldo01,BRK,101504.00 $,,,,,,Minimum Salary,101504.00 $
543,Yante Maten\matenya01,MIA,100000.00 $,,,,,,,100000.00 $
544,Jaylen Adams\adamsja01,ATL,100000.00 $,,,,,,,100000.00 $
545,Justin Anderson\anderju01,BRK,98144.00 $,,,,,,,294432.00 $
546,Demetrius Jackson\jacksde01,BOS,92857.00 $,92857.00 $,92857.00 $,92857.00 $,92857.00 $,,,464285.00 $
547,Chasson Randle\randlch01,GSW,91557.00 $,,,,,,,91557.00 $
548,Jeremy Pargo\pargoje01,GSW,91557.00 $,,,,,,,91557.00 $
549,Jonah Bolden\boldejo01,PHO,81678.00 $,,,,,,,81678.00 $
550,Josh Magette\magetjo01,ORL,81678.00 $,,,,,,,81678.00 $
551,Jarrod Uthoff\uthofja01,MEM,81678.00 $,,,,,,,81678.00 $
552,Dusty Hannahs\hannadu01,MEM,81678.00 $,,,,,,,81678.00 $
553,Derrick Walton\waltode01,DET,81678.00 $,,,,,,,81678.00 $
554,Sheldon Mac\mcclesh01,CLE,81678.00 $,,,,,,,81678.00 $
555,J.P. Macura\macurjp01,CLE,81678.00 $,,,,,,,81678.00 $
556,Mychal Mulder\muldemy01,GSW,50752.00 $,,,,,,,238534.00 $
557,Eric Mika\mikaer01,SAC,50752.00 $,,,,,,,50752.00 $
558,Zach Norvell\norveza01,GSW,50752.00 $,,,,,,,50752.00 $
559,Malik Newman\newmama01,CLE,50752.00 $,,,,,,,50752.00 $
560,Marques Bolden\boldema01,CLE,50752.00 $,,,,,,,50752.00 $
561,Sir'Dominic Pointer\pointsi01,CLE,50752.00 $,,,,,,,50752.00 $
562,Paul Watson\watsopa01,ATL,50752.00 $,,,,,,,50752.00 $
563,Tyler Cook\cookty01,CLE,50000.00 $,,,,,,,151504.00 $
564,William Howard\howarwi01,UTA,50000.00 $,,,,,,,50000.00 $
565,Isaiah Taylor\taylois01,TOR,50000.00 $,,,,,,,50000.00 $
566,Tyler Lydon\lydonty01,SAC,50000.00 $,,,,,,,50000.00 $
567,Hollis Thompson\thompho01,SAC,50000.00 $,,,,,,,50000.00 $
568,Tyler Ulis\ulisty01,SAC,50000.00 $,,,,,,,50000.00 $