date, pm25, pm10, o3
2020/1/5, 13, , 
2020/1/6, 14, , 
2020/1/7, 12, , 
2020/1/8, 10, , 
2020/1/9, 18, , 
2020/1/10, 25, , 
2020/1/11, 14, , 
2020/1/12, 15, , 
2020/1/13, 11, , 
2020/1/14, 13, , 
2020/1/15, 12, , 
2020/1/16, 13, , 
2020/1/17, 19, , 
2020/1/18, 17, , 
2020/1/19, 15, , 
2020/1/20, 40, , 
2020/1/21, 74, , 
2020/1/22, 23, , 
2020/1/23, 10, , 
2020/1/24, 10, , 
2020/1/25, 16, , 
2020/1/26, 19, , 
2020/1/27, 13, , 
2020/1/28, 12, , 
2020/1/29, 10, , 
2020/1/30, 15, , 
2020/1/31, 21, , 
2020/2/1, 12, , 
2020/2/2, 13, , 
2020/2/3, 29, , 
2020/2/4, 29, , 
2020/2/5, 22, , 
2020/2/6, 11, , 
2020/2/7, 9, , 
2020/2/8, 9, , 
2020/2/9, 20, , 
2020/2/10, 50, , 
2020/2/11, 56, , 
2020/2/12, 49, , 
2020/2/13, 46, , 
2020/2/14, 36, , 
2020/2/15, 14, , 
2020/2/16, 12, , 
2020/2/17, 15, , 
2020/2/18, 25, , 
2020/2/19, 30, , 
2020/2/20, 24, , 
2020/2/21, 29, , 
2020/2/22, 50, , 
2020/2/23, 44, , 
2020/2/24, 23, , 
2020/2/25, 30, , 
2020/2/26, 50, , 
2020/2/27, 46, , 
2020/2/28, 51, , 
2020/2/29, 35, , 
2020/3/1, 14, , 
2020/3/2, 28, , 
2020/3/3, 25, , 
2020/3/4, 11, , 
2020/3/5, 27, , 
2020/3/6, 30, , 
2020/3/7, 14, , 
2020/3/8, 16, , 
2020/3/9, 37, , 
2020/3/10, 51, , 
2020/3/11, 34, , 
2020/3/12, 23, , 
2020/3/13, 28, , 
2020/3/14, 30, , 
2020/3/15, 24, , 
2020/3/16, 20, , 
2020/3/17, 23, , 
2020/3/18, 25, , 
2020/3/19, 27, , 
2020/3/20, 36, , 
2020/3/21, 35, , 
2020/3/22, 35, , 
2020/3/23, 36, , 
2020/3/24, 13, , 
2020/3/25, 11, , 
2020/3/26, 15, , 
2020/3/27, 21, , 
2020/3/28, 27, , 
2020/3/29, 23, , 
2019/10/2, 21, , 16
2019/10/3, 29, , 32
2019/10/4, 16, , 
2019/10/5, 16, , 
2019/10/6, 29, , 
2019/10/7, 43, , 
2019/10/8, 33, , 
2019/10/9, 9, , 
2019/10/10, 27, , 
2019/10/11, 23, , 
2019/10/12, 28, , 
2019/10/13, 53, , 
2019/10/14, 46, , 
2019/10/15, 31, , 
2019/10/16, 51, , 
2019/10/17, 43, , 
2019/10/18, 18, , 
2019/10/19, 24, , 
2019/10/20, 15, , 
2019/10/21, 16, , 
2019/10/22, 16, , 
2019/10/23, 21, , 
2019/10/24, 45, , 
2019/10/25, 58, , 
2019/10/26, 42, , 
2019/10/27, 27, , 
2019/10/28, 37, , 
2019/10/29, 43, , 
2019/10/30, 24, , 
2019/10/31, 24, , 
2019/11/1, 61, , 
2019/11/2, 58, , 
2019/11/3, 57, , 
2019/11/4, 73, , 
2019/11/5, 93, , 
2019/11/6, 80, , 
2019/11/7, 64, , 
2019/11/8, 55, , 
2019/11/9, 65, , 
2019/11/10, 53, , 
2019/11/11, 68, , 
2019/11/12, 44, , 
2019/11/13, 70, , 
2019/11/14, 52, , 
2019/11/15, 58, , 
2019/11/16, 33, , 
2019/11/17, 43, , 
2019/11/18, 35, , 
2019/11/19, 35, , 
2019/11/20, 16, , 
2019/11/21, 27, , 
2019/11/22, 49, , 
2019/11/23, 75, , 
2019/11/24, 93, , 
2019/11/25, 63, , 
2019/11/26, 21, , 
2019/11/27, 25, , 
2019/11/28, 17, , 
2019/11/29, 27, , 
2019/11/30, 39, , 
2019/12/1, 59, , 
2019/12/2, 39, , 
2019/12/3, 59, , 
2019/12/4, 71, , 
2019/12/5, 71, , 
2019/12/6, 82, , 
2019/12/7, 81, , 
2019/12/8, 59, , 
2019/12/9, 68, , 
2019/12/10, 53, , 
2019/12/11, 37, , 
2019/12/12, 42, , 
2019/12/13, 26, , 
2019/12/14, 34, , 
2019/12/15, 42, , 
2019/12/16, 59, , 
2019/12/17, 62, , 
2019/12/18, 70, , 
2019/12/19, 63, , 
2019/12/20, 16, , 
2019/12/21, 12, , 
2019/12/22, 18, , 
2019/12/23, 43, , 
2019/12/24, 25, , 
2019/12/25, 34, , 
2019/12/26, 38, , 
2019/12/27, 37, , 
2019/12/28, 25, , 
2019/12/29, 51, , 
2019/12/30, 59, , 
2019/7/2, 22, , 
2019/7/3, 13, , 
2019/7/4, 17, , 
2019/7/5, 24, , 
2019/7/6, 22, , 
2019/7/7, 12, , 
2019/7/8, 17, , 
2019/7/9, 22, , 
2019/7/10, 23, , 
2019/7/11, 14, , 
2019/7/12, 12, , 
2019/7/13, 15, , 
2019/7/14, 15, , 
2019/7/15, 15, , 
2019/7/16, 13, , 
2019/7/17, 12, , 
2019/7/18, 13, , 26
2019/7/19, 14, , 24
2019/7/20, 19, , 31
2019/7/21, 21, , 29
2019/7/22, 23, , 27
2019/7/23, 16, , 19
2019/7/24, 14, , 30
2019/7/25, 19, , 38
2019/7/26, 20, , 28
2019/7/27, 17, , 25
2019/7/28, 14, , 28
2019/7/29, 16, , 26
2019/7/30, 19, , 27
2019/7/31, 18, , 27
2019/8/1, 19, , 22
2019/8/2, 11, , 13
2019/8/3, 11, , 35
2019/8/4, 24, , 37
2019/8/5, 44, , 34
2019/8/6, 39, , 31
2019/8/7, 38, , 23
2019/8/8, 29, , 20
2019/8/9, 14, , 26
2019/8/10, 17, , 17
2019/8/11, 25, , 27
2019/8/12, 20, , 33
2019/8/13, 22, , 33
2019/8/14, 22, , 29
2019/8/15, 17, , 26
2019/8/16, 15, , 28
2019/8/17, 23, , 23
2019/8/18, 22, , 26
2019/8/19, 16, , 29
2019/8/20, 16, , 30
2019/8/21, 24, , 19
2019/8/22, 21, , 32
2019/8/23, 22, , 30
2019/8/24, 29, , 27
2019/8/25, 21, , 29
2019/8/26, 19, , 34
2019/8/27, 41, , 41
2019/8/28, 27, , 54
2019/8/29, 27, , 24
2019/8/30, 28, , 24
2019/8/31, 22, , 22
2019/9/1, 20, , 25
2019/9/2, 14, , 28
2019/9/3, 20, , 26
2019/9/4, 20, , 29
2019/9/5, 18, , 34
2019/9/6, 29, , 27
2019/9/7, 19, , 15
2019/9/8, 18, , 19
2019/9/9, 9, , 20
2019/9/10, 12, , 23
2019/9/11, 14, , 25
2019/9/12, 21, , 24
2019/9/13, 19, , 28
2019/9/14, 15, , 24
2019/9/15, 15, , 23
2019/9/16, 12, , 22
2019/9/17, 12, , 19
2019/9/18, 8, , 21
2019/9/19, 11, , 23
2019/9/20, 17, , 18
2019/9/21, 15, , 17
2019/9/22, 22, , 12
2019/9/23, 24, , 28
2019/9/24, 18, , 20
2019/9/25, 19, , 24
2019/9/26, 31, , 16
2019/9/27, 28, , 27
2019/9/28, 14, , 26
2019/9/29, 14, , 18
2019/9/30, 17, , 21
2019/10/1, 13, , 22
2019/1/2, 81, , 
2019/1/3, 68, , 
2019/1/4, 13, , 
2019/1/5, 48, , 
2019/1/6, 48, , 
2019/1/7, 6, , 
2019/1/8, 18, , 
2019/1/9, 16, , 
2019/1/10, 18, , 
2019/1/11, 21, , 
2019/1/12, 44, , 
2019/1/13, 47, , 
2019/1/14, 45, , 
2019/1/15, 27, , 
2019/1/16, 30, , 
2019/1/17, 44, , 
2019/1/18, 16, , 
2019/1/19, 20, , 
2019/1/20, 38, , 
2019/1/21, 36, , 
2019/1/22, 38, , 
2019/1/23, 11, , 
2019/1/24, 11, , 
2019/1/25, 32, , 
2019/1/26, 49, , 
2019/1/27, 78, , 
2019/1/28, 53, , 
2019/1/29, 33, , 
2019/1/30, 33, , 
2019/1/31, 65, , 
2019/2/1, 76, , 
2019/2/2, 35, , 
2019/2/3, 35, , 
2019/2/4, 14, , 
2019/2/5, 23, , 
2019/2/6, 45, , 
2019/2/7, 59, , 
2019/2/8, 62, , 
2019/2/9, 46, , 
2019/2/10, 11, , 
2019/2/11, 16, , 
2019/2/12, 5, , 
2019/2/13, 6, , 
2019/2/14, 26, , 
2019/2/15, 12, , 
2019/2/16, 5, , 
2019/2/20, 13, , 
2019/2/21, 18, , 
2019/2/22, 48, , 
2019/2/23, 18, , 
2019/2/24, 9, , 
2019/2/25, 15, , 
2019/2/26, 25, , 
2019/2/27, 35, , 
2019/2/28, 25, , 
2019/3/1, 29, , 
2019/3/2, 36, , 
2019/3/3, 36, , 
2019/3/4, 21, , 
2019/3/5, 20, , 
2019/3/6, 26, , 
2019/3/7, 34, , 
2019/3/8, 18, , 
2019/3/9, 19, , 
2019/3/10, 26, , 
2019/3/11, 29, , 
2019/3/12, 34, , 
2019/3/13, 11, , 
2019/3/14, 13, , 
2019/3/15, 32, , 
2019/3/16, 41, , 
2019/3/17, 46, , 
2019/3/18, 43, , 
2019/3/19, 18, , 
2019/3/20, 20, , 
2019/3/21, 18, , 
2019/3/22, 25, , 
2019/3/23, 30, , 
2019/3/24, 22, , 
2019/3/25, 28, , 
2019/3/26, 24, , 
2019/3/27, 24, , 
2019/3/28, 32, , 
2019/3/29, 32, , 
2019/3/30, 27, , 
2019/3/31, 37, , 
2019/4/1, 40, , 
2018/10/2, 23, , 9
2018/10/3, 19, , 
2018/10/4, 24, , 
2018/10/5, 18, , 
2018/10/6, 21, , 
2018/10/7, 28, , 
2018/10/8, 36, , 
2018/10/9, 17, , 
2018/10/10, 16, , 
2018/10/11, 41, , 
2018/10/12, 33, , 
2018/10/13, 42, , 
2018/10/14, 32, , 
2018/10/15, 20, , 
2018/10/17, 25, , 
2018/10/18, 35, , 
2018/10/19, 50, , 
2018/10/20, 64, , 
2018/10/21, 69, , 
2018/10/22, 78, , 
2018/10/23, 77, , 
2018/10/24, 43, , 
2018/10/25, 46, , 
2018/10/26, 39, , 
2018/10/27, 37, , 
2018/10/28, 57, , 
2018/10/29, 14, , 
2018/10/30, 22, , 
2018/10/31, 49, , 
2018/11/1, 29, , 
2018/11/2, 15, , 
2018/11/3, 15, , 
2018/11/4, 44, , 
2018/11/5, 26, , 
2018/11/6, 28, , 
2018/11/7, 34, , 
2018/11/8, 57, , 
2018/11/9, 59, , 
2018/11/10, 73, , 
2018/11/11, 71, , 
2018/11/12, 51, , 
2018/11/13, 44, , 
2018/11/14, 76, , 
2018/11/15, 103, , 
2018/11/16, 109, , 
2018/11/17, 53, , 
2018/11/18, 41, , 
2018/11/19, 61, , 
2018/11/20, 67, , 
2018/11/21, 73, , 
2018/11/22, 87, , 
2018/11/23, 11, , 
2018/11/24, 18, , 
2018/11/25, 45, , 
2018/11/26, 59, , 
2018/11/27, 52, , 
2018/11/28, 22, , 
2018/11/29, 37, , 
2018/11/30, 46, , 
2018/12/1, 37, , 
2018/12/2, 26, , 
2018/12/3, 45, , 
2018/12/4, 46, , 
2018/12/5, 39, , 
2018/12/6, 39, , 
2018/12/7, 42, , 
2018/12/8, 64, , 
2018/12/9, 74, , 
2018/12/10, 66, , 
2018/12/11, 60, , 
2018/12/12, 26, , 
2018/12/13, 21, , 
2018/12/14, 40, , 
2018/12/15, 46, , 
2018/12/16, 33, , 
2018/12/17, 40, , 
2018/12/18, 10, , 
2018/12/19, 12, , 
2018/12/20, 31, , 
2018/12/21, 18, , 
2018/12/22, 25, , 
2018/12/23, 29, , 
2018/12/24, 10, , 
2018/12/25, 17, , 
2018/12/26, 38, , 
2018/12/27, 15, , 
2018/12/28, 21, , 
2018/12/29, 19, , 
2018/12/30, 10, , 
2018/12/31, 13, , 
2018/7/2, 15, , 
2018/7/3, 12, , 
2018/7/4, 14, , 
2018/7/5, 45, , 
2018/7/6, 25, , 
2018/7/7, 8, , 
2018/7/10, 15, , 19
2018/7/11, 12, , 31
2018/7/12, 13, , 42
2018/7/13, 20, , 38
2018/7/14, 23, , 30
2018/7/15, 19, , 43
2018/7/16, 27, , 47
2018/7/17, 28, , 32
2018/7/18, 23, , 23
2018/7/19, 14, , 23
2018/7/20, 13, , 28
2018/7/21, 16, , 29
2018/7/22, 17, , 38
2018/7/23, 23, , 45
2018/7/24, 28, , 43
2018/7/25, 25, , 47
2018/7/26, 25, , 36
2018/7/27, 26, , 32
2018/7/28, 23, , 31
2018/7/29, 20, , 37
2018/7/30, 30, , 32
2018/7/31, 30, , 27
2018/8/1, 26, , 26
2018/8/2, 35, , 15
2018/8/3, 17, , 13
2018/8/4, 10, , 25
2018/8/5, 18, , 27
2018/8/6, 16, , 30
2018/8/7, 22, , 44
2018/8/8, 36, , 39
2018/8/9, 39, , 45
2018/8/10, 37, , 23
2018/8/11, 18, , 15
2018/8/12, 12, , 19
2018/8/13, 16, , 33
2018/8/14, 36, , 54
2018/8/15, 114, , 40
2018/8/16, 109, , 26
2018/8/17, 70, , 31
2018/8/18, 25, , 37
2018/8/19, 49, , 38
2018/8/20, 88, , 31
2018/8/21, 118, , 42
2018/8/22, 138, , 48
2018/8/23, 139, , 24
2018/8/24, 116, , 21
2018/8/25, 15, , 25
2018/8/26, 46, , 20
2018/8/27, 23, , 25
2018/8/28, 18, , 31
2018/8/29, 39, , 20
2018/8/30, 35, , 
2018/8/31, 13, , 
2018/9/1, 15, , 
2018/9/2, 15, , 
2018/9/3, 25, , 
2018/9/4, 19, , 23
2018/9/5, 32, , 45
2018/9/6, 50, , 43
2018/9/7, 48, , 25
2018/9/8, 21, , 28
2018/9/9, 12, , 13
2018/9/10, 16, , 26
2018/9/11, 18, , 22
2018/9/12, 18, , 20
2018/9/13, 16, , 19
2018/9/14, 16, , 22
2018/9/15, 19, , 22
2018/9/18, 17, , 28
2018/9/19, 17, , 26
2018/9/20, 17, , 27
2018/9/21, 15, , 20
2018/9/22, 18, , 23
2018/9/23, 14, , 27
2018/9/24, 23, , 24
2018/9/25, 23, , 30
2018/9/26, 23, , 33
2018/9/27, 27, , 28
2018/9/28, 37, , 39
2018/9/29, 39, , 28
2018/9/30, 39, , 25
2018/10/1, 35, , 23
2018/4/2, 23, , 
2018/4/3, 15, , 
2018/4/4, 32, , 
2018/4/5, 22, , 
2018/4/6, 25, , 
2018/4/7, 10, , 
2018/4/8, 9, , 
2018/4/9, 14, , 
2018/4/10, 26, , 
2018/4/11, 17, , 
2018/4/12, 8, , 
2018/4/13, 10, , 
2018/4/14, 18, , 
2018/4/15, 28, , 
2018/4/16, 14, , 
2018/4/17, 8, , 
2018/4/18, 11, , 
2018/4/19, 17, , 
2018/4/20, 16, , 
2018/4/21, 16, , 
2018/4/22, 15, , 
2018/4/23, 19, , 
2018/4/24, 19, , 
2018/4/25, 18, , 
2018/4/26, 32, , 
2018/4/27, 26, , 
2018/4/28, 21, , 
2018/4/29, 25, , 
2018/4/30, 15, , 
2018/5/1, 15, , 
2018/5/2, 15, , 
2018/5/3, 30, , 
2018/5/4, 30, , 
2018/5/5, 24, , 
2018/5/6, 33, , 
2018/5/7, 28, , 
2018/5/8, 18, , 
2018/5/9, 22, , 
2018/5/10, 10, , 
2018/5/11, 10, , 
2018/5/12, 13, , 
2018/5/13, 14, , 
2018/5/15, 22, , 
2018/5/16, 13, , 
2018/5/17, 8, , 
2018/5/18, 12, , 
2018/5/19, 21, , 
2018/5/20, 23, , 
2018/5/21, 18, , 
2018/5/22, 21, , 
2018/5/23, 30, , 
2018/5/24, 24, , 
2018/5/25, 24, , 
2018/5/26, 17, , 
2018/5/27, 13, , 
2018/5/28, 19, , 
2018/5/29, 15, , 
2018/5/30, 12, , 
2018/5/31, 13, , 
2018/6/1, 9, , 
2018/6/2, 11, , 
2018/6/3, 13, , 
2018/6/4, 13, , 
2018/6/5, 13, , 
2018/6/6, 11, , 
2018/6/7, 14, , 
2018/6/8, 10, , 
2018/6/10, 10, , 
2018/6/11, 11, , 
2018/6/12, 17, , 
2018/6/13, 10, , 
2018/6/14, 10, , 
2018/6/15, 9, , 
2018/6/16, 13, , 
2018/6/17, 19, , 
2018/6/18, 19, , 
2018/6/19, 20, , 
2018/6/20, 24, , 
2018/6/21, 29, , 
2018/6/22, 9, , 
2018/6/23, 13, , 3
2018/6/24, 8, , 
2018/6/25, 17, , 
2018/6/26, 9, , 
2018/6/27, 13, , 
2018/6/28, 15, , 
2018/6/29, 15, , 
2018/6/30, 15, , 
2018/7/1, 15, , 
2018/1/2, 57, 11, 
2018/1/3, 24, 14, 
2018/1/4, 31, 17, 
2018/1/5, 44, 13, 
2018/1/6, 31, 10, 
2018/1/7, 16, 13, 
2018/1/8, 28, 20, 
2018/1/9, 51, 12, 
2018/1/10, 25, 8, 
2018/1/11, 9, 8, 
2018/1/12, 9, , 
2018/1/21, 10, , 
2018/1/22, 8, 10, 
2018/1/23, 14, 9, 
2018/1/24, 12, 8, 
2018/1/25, 7, 8, 
2018/1/26, 7, 8, 
2018/1/27, 7, 8, 
2018/1/28, 8, 8, 
2018/1/29, 10, 9, 
2018/1/30, 12, 9, 
2018/1/31, 12, 12, 
2018/2/1, 23, 15, 
2018/2/2, 37, 8, 
2018/2/3, 9, 9, 
2018/2/4, 13, 10, 
2018/2/5, 17, 10, 
2018/2/6, 17, 12, 
2018/2/7, 32, 22, 
2018/2/8, 50, 14, 
2018/2/9, 32, 9, 
2018/2/10, 15, 15, 
2018/2/11, 34, 17, 
2018/2/12, 44, 13, 
2018/2/13, 29, 19, 
2018/2/14, 51, 10, 
2018/2/15, 18, 10, 
2018/2/16, 18, 9, 
2018/2/17, 13, 8, 
2018/2/18, 8, 9, 
2018/2/19, 11, 10, 
2018/2/20, 18, 10, 
2018/2/21, 16, 11, 
2018/2/22, 25, 10, 
2018/2/23, 18, 12, 
2018/2/24, 25, 9, 
2018/2/25, 13, 9, 
2018/2/26, 13, 12, 
2018/2/27, 23, 10, 
2018/2/28, 15, 8, 
2018/3/1, 8, 8, 
2018/3/2, 7, 7, 
2018/3/3, 5, 9, 
2018/3/4, 13, 10, 
2018/3/5, 23, 9, 
2018/3/6, 17, 10, 
2018/3/7, 33, 9, 
2018/3/8, 41, 8, 
2018/3/9, 21, 8, 
2018/3/10, 8, , 
2018/3/13, 22, , 
2018/3/14, 17, , 
2018/3/15, 10, , 
2018/3/16, 14, , 
2018/3/17, 23, , 
2018/3/18, 13, , 
2018/3/19, 12, , 
2018/3/20, 34, , 
2018/3/21, 40, , 
2018/3/22, 35, , 
2018/3/23, 7, , 
2018/3/24, 6, , 
2018/3/25, 12, , 
2018/3/26, 16, , 
2018/3/27, 9, , 
2018/3/28, 10, , 
2018/3/29, 16, , 
2018/3/30, 29, , 
2018/3/31, 30, , 
2018/4/1, 27, , 
2017/10/2, 13, 11, 
2017/10/3, 22, 11, 
2017/10/4, 20, 11, 
2017/10/5, 23, 14, 
2017/10/6, 37, 13, 
2017/10/7, 29, 9, 
2017/10/8, 13, 11, 
2017/10/9, 21, 14, 
2017/10/10, 33, 11, 21
2017/10/11, 23, 9, 22
2017/10/12, 12, 9, 20
2017/10/13, 11, 9, 25
2017/10/14, 14, 15, 18
2017/10/15, 36, 19, 16
2017/10/16, 48, 23, 
2017/10/17, 61, 20, 
2017/10/18, 50, 13, 
2017/10/19, 26, 8, 
2017/10/20, 10, 9, 
2017/10/21, 12, 8, 
2017/10/22, 7, 10, 
2017/10/23, 15, 13, 
2017/10/24, 30, 12, 
2017/10/25, 27, 14, 
2017/10/26, 35, 13, 
2017/10/27, 28, 16, 
2017/10/28, 40, 18, 
2017/10/29, 48, 21, 
2017/10/30, 56, 14, 
2017/10/31, 34, 15, 
2017/11/1, 34, 14, 
2017/11/2, 35, 10, 
2017/11/3, 19, 10, 
2017/11/4, 16, 17, 
2017/11/5, 42, 9, 
2017/11/6, 12, 12, 
2017/11/7, 24, 16, 
2017/11/8, 42, 17, 
2017/11/9, 44, 14, 
2017/11/10, 30, 12, 
2017/11/11, 26, 11, 
2017/11/12, 21, 12, 
2017/11/13, 23, 8, 
2017/11/14, 8, 9, 
2017/11/15, 12, 8, 
2017/11/16, 8, 8, 
2017/11/17, 9, 9, 
2017/11/18, 14, 14, 
2017/11/19, 33, 11, 
2017/11/20, 22, 11, 
2017/11/21, 18, 20, 
2017/11/22, 49, 12, 
2017/11/23, 26, 7, 
2017/11/24, 7, 9, 
2017/11/25, 12, 15, 
2017/11/26, 36, 12, 
2017/11/27, 26, 10, 
2017/11/28, 18, 8, 
2017/11/29, 10, 12, 
2017/11/30, 25, 12, 
2017/12/1, 23, 12, 
2017/12/2, 24, 9, 
2017/12/3, 15, 9, 
2017/12/4, 13, 17, 
2017/12/5, 39, 14, 
2017/12/6, 34, 9, 
2017/12/7, 15, 17, 
2017/12/8, 34, 24, 
2017/12/9, 63, 28, 
2017/12/10, 69, 19, 
2017/12/11, 49, 19, 
2017/12/12, 56, 31, 
2017/12/13, 78, 24, 
2017/12/14, 63, 19, 
2017/12/15, 49, 28, 
2017/12/16, 70, 20, 
2017/12/17, 50, 11, 
2017/12/18, 22, 9, 
2017/12/19, 13, 8, 
2017/12/20, 9, 13, 
2017/12/21, 25, 22, 
2017/12/22, 57, 14, 
2017/12/23, 33, 10, 
2017/12/24, 18, 13, 
2017/12/25, 30, 20, 
2017/12/26, 53, 19, 
2017/12/27, 51, 20, 
2017/12/28, 49, 9, 
2017/12/29, 13, 8, 
2017/12/30, 7, 12, 
2017/12/31, 23, 14, 
2018/1/1, 33, 23, 
2017/7/2, 16, 10, 
2017/7/3, 18, 9, 
2017/7/4, 12, 14, 
2017/7/5, 27, 15, 
2017/7/6, 36, 11, 
2017/7/7, 22, 11, 
2017/7/8, 20, 11, 
2017/7/9, 19, 8, 
2017/7/10, 10, 8, 
2017/7/11, 10, 9, 
2017/7/12, 12, 9, 
2017/7/13, 14, 9, 
2017/7/14, 14, 9, 
2017/7/15, 14, 9, 
2017/7/16, 12, 9, 
2017/7/17, 15, 9, 
2017/7/18, 13, 9, 
2017/7/19, 14, 9, 
2017/7/20, 12, 9, 
2017/7/21, 12, 9, 
2017/7/22, 13, 9, 
2017/7/23, 12, 9, 
2017/7/24, 14, 10, 
2017/7/25, 17, 11, 
2017/7/26, 20, 9, 
2017/7/27, 13, 9, 
2017/7/28, 12, 9, 
2017/7/29, 13, 9, 
2017/7/30, 13, 9, 
2017/7/31, 11, 9, 
2017/8/1, 15, 11, 
2017/8/2, 21, 42, 
2017/8/3, 100, 61, 
2017/8/4, 150, 35, 
2017/8/5, 83, 12, 
2017/8/6, 27, 18, 
2017/8/7, 47, 24, 
2017/8/8, 61, 36, 
2017/8/9, 92, 33, 
2017/8/10, 82, 27, 
2017/8/11, 68, 17, 
2017/8/12, 44, 10, 
2017/8/13, 18, 8, 
2017/8/14, 9, 10, 
2017/8/15, 19, 11, 
2017/8/16, 23, , 
2017/8/17, 17, 9, 
2017/8/18, 10, , 
2017/8/19, 13, , 
2017/8/20, 12, , 
2017/8/21, 17, 12, 
2017/8/22, 19, 11, 
2017/8/23, 22, 8, 
2017/8/24, 11, 8, 
2017/8/25, 10, 9, 
2017/8/26, 16, 10, 
2017/8/27, 19, 19, 
2017/8/28, 46, 44, 
2017/8/29, 108, 40, 
2017/8/30, 93, 8, 
2017/8/31, 10, 8, 
2017/9/1, 10, 11, 
2017/9/2, 20, 12, 
2017/9/3, 27, 14, 
2017/9/4, 34, 30, 
2017/9/5, 74, 74, 
2017/9/6, 159, , 
2017/9/10, 9, 9, 
2017/9/11, 12, 17, 
2017/9/12, 39, 11, 
2017/9/13, 20, 9, 
2017/9/14, 12, 9, 
2017/9/15, 14, 14, 
2017/9/16, 32, 29, 
2017/9/17, 75, 10, 
2017/9/18, 17, 8, 
2017/9/19, 10, 8, 
2017/9/20, 9, 8, 
2017/9/21, 8, 9, 
2017/9/22, 14, 10, 
2017/9/23, 19, 12, 
2017/9/24, 24, 13, 
2017/9/25, 29, 13, 
2017/9/26, 29, 12, 
2017/9/27, 27, 11, 
2017/9/28, 21, 12, 
2017/9/29, 25, 11, 
2017/9/30, 21, 10, 
2017/10/1, 18, 9, 
2017/6/6, 12, 10, 
2017/6/7, 15, 9, 
2017/6/8, 15, 8, 
2017/6/9, 7, 8, 
2017/6/10, 9, 8, 
2017/6/11, 8, 8, 
2017/6/12, 11, 8, 
2017/6/13, 8, 7, 
2017/6/14, 5, 8, 
2017/6/15, 9, 8, 
2017/6/16, 7, 7, 
2017/6/17, 5, 8, 
2017/6/18, 11, 8, 
2017/6/19, 8, 8, 
2017/6/20, 11, 7, 
2017/6/21, 7, 9, 
2017/6/22, 13, 8, 
2017/6/23, 11, 9, 
2017/6/24, 12, 9, 
2017/6/25, 15, 10, 
2017/6/26, 18, 8, 
2017/6/27, 8, 9, 
2017/6/28, 13, 9, 
2017/6/29, 13, 10, 
2017/6/30, 19, 11, 
2017/7/1, 20, 10, 
2017/1/3, 32, 10, 
2017/1/4, 19, 10, 
2017/1/5, 15, 17, 
2017/1/6, 36, 34, 
2017/1/7, 83, 21, 
2017/1/8, 57, 18, 
2017/1/9, 45, 8, 
2017/1/10, 9, 10, 
2017/1/11, 16, 15, 
2017/1/12, 34, 13, 
2017/1/13, 30, 19, 
2017/1/14, 51, 20, 
2017/1/15, 53, 20, 
2017/1/16, 53, 28, 
2017/1/17, 68, 30, 
2017/1/18, 71, 8, 
2017/1/19, 10, 8, 
2017/1/20, 9, 11, 
2017/1/21, 21, 9, 
2017/1/22, 12, 12, 
2017/1/23, 23, 16, 
2017/1/24, 37, 17, 
2017/1/25, 41, 12, 
2017/1/26, 23, 15, 
2017/1/27, 33, 24, 
2017/1/28, 61, 23, 
2017/1/29, 59, 22, 
2017/1/30, 58, 24, 
2017/1/31, 62, 21, 
2017/2/1, 53, 9, 
2017/2/2, 14, 10, 
2017/2/3, 16, 13, 
2017/2/4, 28, 8, 
2017/2/5, 7, 9, 
2017/2/6, 16, 8, 
2017/2/7, 8, 12, 
